Department,CourseNumber,Prerequisites
HSCI,424,"A minimum of 60 units and HSCI 230 (or 330) with a minimum grade of C- and one of STAT 302 or STAT 305, with a minimum grade of C-."
HSCI,427,"MBB 326 or HSCI 326, with a minimum grade of C, or permission of the instructor."
HSCI,431,"60 units including either HSCI 212 or 230 (or 330), with a minimum grade of C-."
HSCI,432,HSCI 230 (or 330) with a minimum grade of C-.
HSCI,440,"HSCI 321, HSCI 323, and one of BISC 357, MBB 308, or MBB 309W, all with a minimum grade of C-."
HSCI,441,"HSCI 338 and one of: BISC 303, BISC 357, MBB 308, or MBB 309, all with a minimum grade of C-."
HSCI,442,"HSCI 326 or MBB 326, and one of BISC 303, BISC 357, MBB 308, or MBB 309W, all with a minimum grade of C-."
HSCI,449,"90 units including HSCI 312 with a minimum grade of C- and HSCI 319 or 327, with a minimum grade of C-. Students may be required to successfully complete a Criminal Record Check."
HSCI,450,Completion of HSCI 351 Co-op Practicum II.
HSCI,451,Completion of HSCI 450 Co-op Practicum III.
HSCI,452,Completion of HSCI 451 Co-op Practicum IV.
HSCI,461,HSCI 216 with a minimum grade of C-.
HSCI,471,Will vary according to topic.
HSCI,472,Will vary according to topic.
HSCI,474,"HSCI 323 and either HSCI 321 or MBB 331, all with a minimum grade of C-."
HSCI,475,"HSCI 323, HSCI 324, and MBB 331, all with a minimum grade of C-, or permission of the instructor."
HSCI,477,"HSCI 326 or MBB 326 or HSCI 338, with a minimum grade or C- or permission of the instructor."
HSCI,478,"MBB 331 or HSCI 326 or MBB 326, with a minimum grade of C, or HSCI 338 with a minimum grade of C-."
HSCI,481,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic."
HSCI,482,"HSCI 326 or MBB 326 or HSCI 338, with a minimum grade of C-."
HSCI,483,"90 units, including HSCI 204 and HSCI 230 (or 330), with a minimum grade of C-."
HSCI,484,"90 units, including HSCI 230 (or 330) with a minimum grade of C- and either STAT 302 or STAT 305, with a minimum grade of C-."
HSCI,485,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic."
HSCI,486,"90 units, including at least 15 upper division HSCI units with a minimum grade of C-. Other prerequisites may vary according to topic."
HSCI,488,
HSCI,489,
HSCI,490,
HSCI,491,HSCI 490 with a minimum grade of C-.
HSCI,492,"One of HSCI 491, HSCI 493, HSCI 494, with a minimum grade of C-."
HSCI,493,HSCI 490 with a minimum grade of C-.
HSCI,494,HSCI 490 with a minimum grade of C-.
HSCI,495,Minimum 90 units completed.
HSCI,496,"HSCI 160 or equivalent, and HSCI 230 (or 330) or equivalent, all with a minimum grade of C-."
HUM,106,
HUM,110,
HUM,121,
HUM,130,
HUM,150,
HUM,151,
HUM,161,
HUM,162,HUM 161 or permission of the instructor.
HUM,202,
HUM,203,
HUM,204,HUM 130 is recommended.
HUM,209,
HUM,211,
HUM,222,
HUM,231,
HUM,232,
HUM,240,
HUM,277,Recommended: HUM 110.
HUM,305,45 units.
HUM,309,45 units.
HUM,313,"One of the following courses: ARCH 100, ARCH 201, HUM 110, HUM 231, HUM 232, HUM 277, or by permission of the instructor."
HUM,318,45 units.
HUM,320,45 units.
HUM,325,45 units.
HUM,330,45 units.
HUM,331,45 units.
HUM,340,45 units.
HUM,349,45 units.
HUM,350,45 units.
HUM,359,45 units.
HUM,360,45 units.
HUM,381,45 units.
HUM,382,45 units.
HUM,387,45 units.
HUM,390,"Two of any 300-division global humanities courses or permission of the chair plus permission of instructor. This course may be used only once for credit towards a degree and is reserved for global humanities major, joint major, extended minor, minor and PBD students."
HUM,460,45 units.
HUM,476,"45 units, including six units of lower division history or by permission of instructor."
HUM,480,"45 units, including HUM 101."
IAT,102,
IAT,106,
IAT,110,
IAT,167,"CMPT 120 (or equivalent first year programming course such as CMPT 102, 125, 126, 128, 130, 135, or 166) with a minimum grade of C-."
IAT,201,"Completion of 21 units, including at least one lower division ""W"" course."
IAT,202,IAT 100 with a minimum grade of C- and a minimum of 21 units.
IAT,208,Completion of 21 units.
IAT,210,Completion of 21 units.
IAT,222,Completion of 21 units.
IAT,233,"Completion of 21 units, IAT 102, and IAT 106, both with a minimum grade of C-."
IAT,235,Completion of 21 units and IAT 102 with a minimum grade of C-.
IAT,238,Completion of 21 units including IAT 102.
IAT,244,Completion of 21 units.
IAT,265,"Completion of 21 units and IAT 167 with a minimum grade of C- and one of MATH 130, MACM 101, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-."
IAT,267,"Completion of 21 units and IAT 167 with a minimum grade of C- and one of MATH 130, MACM 101, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-. Recommended: IAT 265."
IAT,271,
IAT,272,IAT 271 (or WKTM 100).
IAT,312,"Completion of 48 units, including IAT 265 with a minimum grade of C-."
IAT,313,Completion of 48 units.
IAT,320,"Completion of 48 units, including IAT 267 and 222, with a minimum grade of C-."
IAT,333,"Completion of 48 units, including IAT 238 with a minimum grade of C- or IAT 235 with a minimum grade of C- completed before the Spring 2025 term."
IAT,334,"Completion of 48 units, including IAT 235 with a minimum grade of C-."
IAT,336,IAT 233 with a minimum grade of C-.
IAT,339,"IAT 235 and IAT 265, with a minimum grade of C-."
IAT,340,Completion of 24 units. Recommended: IAT 202 New Media Images.
IAT,343,"Minimum of 24 units, including MATH 130 or MACM 101 or MATH 150 or MATH 151 or MATH 154 or MATH 157, with a minimum grade of C-."
IAT,344,Minimum of 48 units and IAT 202 with a minimum grade of C-.
IAT,351,"Completion of 48 units, including IAT 201 and IAT 265, with a minimum grade of C-. Strongly recommended: IAT 267."
IAT,355,"IAT 201 and IAT 267 and either IAT 265 or CMPT 225, all with a minimum grade of C-. Recommended: IAT 235."
IAT,359,"Completion of 48 units, including IAT 265 with a minimum grade of C-."
IAT,360,"CMPT 120, IAT 265, and IAT 267, all with a minimum grade of C-."
IAT,373,IAT 272 (or WKTM 200).
IAT,374,IAT 373 (or WKTM 300).
IAT,375,IAT 374 (or WKTM 400).
IAT,380,Completion of 45 units.
IAT,386,"Completion of 45 units, and permission of the instructor and of the School is required. No more than six units of Directed Studies may be taken."
IAT,387,"Completion of 45 units, and permission of the School and the instructor is required. No more than six units of Directed Studies may be taken."
IAT,410,"Completion of 60 units, including IAT 265 and IAT 312, with a minimum grade of C-."
IAT,431,"Completion of 60 units, including IAT 309W and IAT 333, with a minimum grade of C-."
IAT,432,IAT 334 with a minimum grade of C- and completion of 60 units. Recommended: IAT 201 and 235.
IAT,438,"Completion of 75 units, including IAT 309W and 333, with a minimum grade of C-."
IAT,443,"Completion of 60 units, including IAT 313, IAT 340, and IAT 344, with a minimum grade of C-."
IAT,445,"Completion of 60 units, including IAT 343 with a minimum grade of C-."
IAT,459,"Completion of 48 units, including IAT 339 and IAT 359, with a minimum grade of C-."
IAT,460,IAT 360.
IAT,461,"IAT 355 and IAT 360, both with a minimum grade of C-."
IAT,480,Completion of 60 units.
IAT,481,Completion of 60 units.
IAT,486,"Completion of 69 units, and permission of the instructor and School are required. No more than six units of Directed Studies may be taken."
IAT,487,"Completion of 69 units, and permission of the instructor and School are required. No more than six units of Directed Studies may be taken."
IAT,488,"Completion of 69 units. No more than six units of Directed Studies may be taken, and permission of the instructor and school are required."
IAT,490,Students accepted into Honours Program and project accepted by a supervisor.
IAT,491,Students accepted into Honours Program and project accepted by a supervisor.
IAT,499,"Completion of 90 units (ensuring a 4th year equivalent student), including 18 upper division IAT units plus IAT 309W with a minimum grade of C-. Enrollment is competitive - each term we will enroll a maximum of 20 students or team based on the strongest student project ideas and CGPA."
INDG,101,
INDG,210,or Corequisite: INDG 101 or INDG 201W.
INDG,211,
INDG,222,Vary according to topic. Consult course outline on prerequisite(s) of each topic offering.
INDG,232,INDG (or FNST) 101 or 201W.
INDG,250,INDG 101.
INDG,286,Recommended: INDG 101.
INDG,301,INDG (or FNST) 101 or 201W.
INDG,305,
INDG,310,INDG 101.
INDG,322,Will vary according to the topic.
INDG,325,45 units including INDG (or FNST) 101 or 201W.
INDG,326,45 units including INDG (or FNST) 101 or 201W.
INDG,327,INDG (or FNST) 101 or INDG (or FNST) 201W.
INDG,329,45 units.
INDG,332,INDG (or FNST) 101 or INDG (or FNST) 201W.
INDG,333,Either INDG (or FNST) 101 or 201W.
INDG,360,45 units.
INDG,363,45 units and permission of instructor; no previous artistic training and/or experience are required.
INDG,401,INDG (or FNST) 101 or 201W. Recommended: POL 221.
INDG,403,INDG (or FNST) 101 or INDG (or FNST) 201W.
INDG,410,or Corequisite: INDG 101 or 201W.
INDG,419,"INDG (or FNST) 101 or 201W, or CRIM 101, or permission of the instructor."
INDG,422,Will vary according to the topic.
INDG,429,"INDG (or FNST) 101 or 201W, or CRIM 101, or permission of instructor."
INDG,435,"INDG 101 or INDG 201W, and permission of the instructor. Students must successfully complete a Criminal Record Check."
INDG,442,15 units in Indigenous (or First Nations) studies. Corequisite: Permission of an instructor and department.
INDG,447,15 units of INDG (or FNST) courses; permission of an instructor and department approval. Corequisite: Varies depending on topic.
INLG,130,Students in the Indigenous Studies program should complete INLG 133 before INLG 130.
INLG,133,
INLG,134,INLG (or FNLG) 133.
INLG,158,
INLG,200,
INLG,233,INLG (or FNLG) 134.
INLG,234,INLG (or FNLG) 233.
INLG,258,
INLG,300,"Completion of Certificate in Indigenous Language Proficiency offered in the same language as INLG (or FNLG) 300, including INLG (or FNLG) 200 or LING 220; or with permission of instructor."
INLG,333,Completion of Certificate in Indigenous Language Proficiency; or with permission of instructor.
INLG,334,Completion of Certificate in Indigenous Language Proficiency including INLG (or FNLG) 333 (or as corequisite); or permission of instructor.
INLG,335,"INLG (or FNLG) 130, INLG (or FNLG) 133, INLG (or FNLG) 233 or permission of instructor. Recommended: LING 360."
INLG,358,Completion of Certificate in Indigenous Language Proficiency including INLG (or FNLG) 258; or permission of instructor.
INLG,433,INLG (or FNLG) 332 or permission of course supervisor.
INLG,434,INLG (or FNLG) 433 or permission of course supervisor. Recommended: LING 431 and 432.
INLG,435,"LING 220, INLG (or FNLG) 332 or permission of instructor. Recommended: LING 360, 431 and 432."
INLG,458,Completion of Certificate in Indigenous Language Proficiency including INLG (or FNLG) 358; or permission of instructor.
IS,101,
IS,105,
IS,200,
IS,210,
IS,220,
IS,221,
IS,230,
IS,265,
IS,300,IS 101 and 45 units.
IS,302,45 units.
IS,304,45 units. Recommended: IS 200 and HIST 335.
IS,305,45 units.
IS,306,45 units.
IS,307,45 units.
IS,309,45 units.
IS,310,45 units.
IS,314,45 units.
IS,315,45 units.
IS,319,45 units.
IS,322,45 units. Recommended: IS 200.
IS,329,45 units.
IS,333,45 units.
IS,339,45 units.
IS,365,45 units.
IS,385,45 units.
IS,402,45 units.
IS,410,90 units.
IS,419,45 units.
IS,423,45 units.
IS,427,45 units.
IS,428,75 units. International studies major or honours students and written application to the school no later than the last day of classes of the preceding term.
IS,444,45 units.
IS,451,90 units. International Studies major or honours students.
IS,465,45 units.
IS,490,Admission is by permission of the instructor and the School.
IS,497,"Completion of 60 units and a minimum CGPA of 3.0 is required. International Studies major or honours students. Students must successfully complete a Criminal Record Check, if required."
IS,499,Minimum grade of B+ in IS 490.
ITAL,110,ITAL 100 or equivalent.
ITAL,200,ITAL 110 (or ITAL 101) or equivalent.
ITAL,210,ITAL 200 or equivalent.
ITAL,300,ITAL 201 or permission of Instructor.
ITAL,360,45 units or permission of the department.
ITAL,400,ITAL 300 or permission from the instructor.
JAPN,110,JAPN 100 or equivalent. Students who took Japanese courses in secondary school and/or with previous knowledge of Japanese may need to be evaluated for placement into JAPN 110 or higher level of courses and are required to contact the instructor before enrollment.
JAPN,200,JAPN 110 (or JAPN 101) or equivalent.
JAPN,210,JAPN 200 or equivalent.
JAPN,300,JAPN 201 or by permission of the department
JAPN,301,JAPN 300 or by permission of the department.
JAPN,351,"JAPN 300 or a placement interview. Students who have completed JAPN 210 or 301 can also enroll in the course. Course participants are expected to be able to read at least 300 kanji (Chinese characters), and to follow instructions in Japanese."
LBST,101,
LBST,201,Strongly Recommended: LBST 101.
LBST,202,LBST 100 or LBST 101 or with permission of instructor.
LBST,203,"LBST 101 or LBST 100, or permission of the instructor."
LBST,305,30 units including LBST 100 or three units in GSWS or WS or GDST.
LBST,307,Strongly Recommended: LBST 101.
LBST,309,Strongly Recommended: LBST 101 and at least one other Labour Studies course.
LBST,310,30 units. Strongly Recommended: LBST 101.
LBST,311,30 units. Strongly Recommended: LBST 101.
LBST,312,Strongly Recommended: LBST 101.
LBST,313,Strongly Recommended: LBST 101.
LBST,320,30 units.
LBST,328,60 units; LBST 101 or GEOG 221.
LBST,330,Strongly Recommended: LBST 101 and/or 301.
LBST,431,Will vary according to topic. LBST 101 is strongly recommended for all upper division LBST courses.
LBST,490,45 units including nine units of lower division labour studies. Recommended: At least three upper division courses in labour studies.
LING,111,
LING,160,
LING,190,
LING,200,
LING,220,
LING,250,
LING,280,
LING,315,LING 220.
LING,321,LING 282W.
LING,322,LING 282W.
LING,323,LING 282W.
LING,324,LING 282W.
LING,330,LING 282W.
LING,350,LING 282W.
LING,360,LING 282W.
LING,362,LING 282W.
LING,363,"LING 360, 362."
LING,380,
LING,401,LING 330.
LING,415,12 units of upper division linguistic courses.
LING,450,LING 250 or SDA 250.
LING,491,"LING 220, 60 units, and permission of the Undergraduate Committee Chair."
MACM,101,"BC Math 12 (or equivalent), or any of MATH 100, 150, 151, 154, 157."
MACM,201,MACM 101 or (ENSC 251 and one of MATH 232 or MATH 240).
MACM,203,"One of CMPT 102, 120, 126, 128 or 130 and one of MATH 150, 151, 154 or 157 and one of MATH 232 or 240. MATH 232 or 240 can be taken as corequisite. Students in excess of 80 units may not take MACM 203 for further credit."
MACM,204,"One of CMPT 102, 120, 126, 128 or 130 and MATH 251. MATH 251 can be taken as a corequisite. Students in excess of 80 units may not take MACM 204 for further credit."
MACM,316,"MATH 152 or 155 or 158, and MATH 232 or 240, and computing experience."
MACM,401,CMPT 307 or ((MATH 340 or MATH 342) and (CMPT 225 or MACM 204)).
MACM,416,(MATH 260 or MATH 310) and MACM 316.
MACM,476,"MATH 232 or MATH 240, with a minimum grade of C-."
MASC,400,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,401,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,410,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,414,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,415,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,417,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,419,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,420,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,421,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,425,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,430,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,435,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,436,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,437,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,470,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,472,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MASC,479,"Prerequisites are set by Bamfield Marine Science Centre, and normally include completion of lower division core courses."
MATH,130,"Pre-Calculus 12 or Foundations of
Mathematics 12 (or equivalent) with a
grade of at least B, or MATH 100 with a grade of at least C."
MATH,150,"Pre-Calculus 12 (or equivalent) with a grade of at least B+, or MATH 100 with a grade of at least B-, or achieving a satisfactory grade on the Simon Fraser University Calculus Readiness Test."
MATH,151,"Pre-Calculus 12 (or equivalent) with a grade of at least A, or MATH 100 with a grade of at least B, or achieving a satisfactory grade on the Simon Fraser University Calculus Readiness Test."
MATH,152,"MATH 150 or 151 or 155, with a minimum grade of C-; or MATH 154 or 157, with a grade of at least B."
MATH,154,"Pre-Calculus 12 (or equivalent) with a grade of at least B, or MATH 100 with a grade of at least C-, or achieving a satisfactory grade on the Simon Fraser University Calculus Readiness Test."
MATH,155,"MATH 150, 151 or 154, with a minimum grade of C-; or MATH 157 with a grade of at least B."
MATH,157,"Pre-Calculus 12 (or equivalent) with a grade of at least B, or MATH 100 with a grade of at least C, or achieving a
satisfactory grade on the Simon Fraser University Calculus
Readiness Test."
MATH,158,"MATH 150 or 151 or 154 or 157, with a minimum grade of C-."
MATH,190,"Pre-Calculus 11 or Foundations of Mathematics 11 (or equivalent)
with a grade of at least B, or SFU FAN X99 course with a grade of at least C, or achieving a satisfactory grade on the Simon Fraser University Quantitative Placement Test. This course may not be counted toward the Mathematics minor, major or honours degree requirements. Students who have taken, have received transfer credit for, or are currently taking MATH 150, 151, 154 or 157 may not take MATH 190 for credit without permission from the Department of Mathematics. Intended to be particularly accessible to students who are not specializing in mathematics."
MATH,232,"MATH 150 or 151 or MACM 101, with a minimum grade of C-; or MATH 154 or 157, both with a grade of at least B."
MATH,240,"MATH 150 or 151 or MACM 101, with a minimum grade of C-; or MATH 154 or 157, both with a grade of at least B."
MATH,242,MATH 152 with a minimum grade of C-; or MATH 155 or 158 with a grade of B.
MATH,251,"MATH 152 with a minimum grade of C-; or MATH 158 with a grade of at least B. Also, for students in the life sciences, MATH 154 with a minimum grade of C- and MATH 155 with a minimum grade of A-. Recommended: It is recommended that MATH 240 or 232 be taken before or concurrently with MATH 251."
MATH,252,"MATH 240 or 232, and 251, all with a minimum grade of C-. MATH 240 or 232 may be taken concurrently."
MATH,254,"MATH 240 or 232, and 251, all with a minimum grade of C-. MATH 240 or 232 may be taken concurrently."
MATH,260,"MATH 152 with a minimum grade of C-; or MATH 155 or 158, with a grade of at least B; MATH 232 or 240, with a minimum grade of C-."
MATH,292,Prerequisites will be specified according to the particular topic or topics offered.
MATH,302,"MATH 152 or 155 or 158, and MATH 232 or 240, all with a minimum grade of C-. There may be additional prerequisites depending on the specific course topic."
MATH,303,"MATH 152 or 155 or 158, and MATH 232 or 240, all with a minimum grade of C-. There may be additional prerequisites depending on the specific course topic."
MATH,304,"MATH 152 or 155 or 158, and MATH 232 or 240, all with a minimum grade of C-. There may be additional prerequisites depending on the specific course topic."
MATH,308,"MATH 150, 151, 154, or 157 and MATH 240 or 232, all with a minimum grade of C-."
MATH,309,"MATH 232 or 240, and 251, all with a minimum grade of C-."
MATH,314,"MATH 260 or MATH 310, with a minimum grade of C-; and one of MATH 251 with a grade of B+, or one of MATH 252 or 254, with a minimum grade of C-."
MATH,320,"MATH 242 and 251, with a minimum grade of C-."
MATH,322,MATH 251 with a minimum grade of C-.
MATH,336,"Students must apply to and receive permission from the co-op co-ordinator at least one, preferably two, terms in advance. They will normally be required to have completed 45 units with a GPA of 2.5. This course will be graded on a pass/withdraw basis. A course fee is required."
MATH,337,MATH 336 and permission of the co-op co-ordinator; students must apply at least one term in advance.
MATH,338,"MATH 340 or 332, with a minimum grade of C- or permission of the instructor."
MATH,340,MATH 240 with a minimum grade of C- or MATH 232 with a grade of at least B.
MATH,341,"MATH 340 or 342 or 332, with a minimum grade of C-."
MATH,342,"MATH 240 or 232, with a minimum grade of C-, and one additional 200-level MATH or MACM course."
MATH,343,MACM 201 with a minimum grade of C-. Recommended: Knowledge of a programming language.
MATH,345,MACM 201 with a minimum grade of C-.
MATH,348,"STAT 270 and (MATH 232 or MATH 240), all with a minimum grade of C-. Strongly Recommended: Experience with a computing platform such as R, MATLAB, or Python."
MATH,360,"MATH 260 with a minimum grade of C- OR MATH 155 with a minimum grade of A-. Strongly Recommended: Experience with a computing platform such as R, MATLAB, or Python."
MATH,408,MATH 308 with a minimum grade of C-.
MATH,418,"(MATH 260 or MATH 310) and one of MATH 314, MATH 320, MATH 322, PHYS 384, all with a minimum grade of C-. An alternative to the above prerequisite is both of (MATH 252 or MATH 254) and (MATH 260 or MATH 310), both with grades of at least A-."
MATH,419,"MATH 232 or 240 and one of MATH 314, 320, 322, PHYS 384, all with a minimum grade of C-."
MATH,426,"MATH 242 and (MATH 348 or STAT 380), all with a minimum grade of C-."
MATH,436,MATH 337 and permission of the co-op co-ordinator; students must apply at least one term in advance.
MATH,437,MATH 436 and permission of the co-op co-ordinator; students must apply at least one term in advance.
MATH,440,"MATH 340 or 332, with a minimum grade of C-."
MATH,441,MATH 340 with a minimum grade of C-.
MATH,443,MATH 340 with a minimum grade of C- and either MATH 343 with a minimum grade of C- or MACM 201 with a minimum grade of B+.
MATH,447,"MATH 340 or 332, with a minimum grade of C-."
MATH,448,MATH 308 with a minimum grade of C-. Recommended: MATH 345.
MATH,450,"MATH 242 and MATH 340, with a minimum grade of C-."
MATH,462,"One of MATH 314, MATH 418, PHYS 384, with a minimum grade of C-. An alternative to the above prerequisite is both of MATH 251 and (MATH 260 or MATH 310), both with grades of at least B+."
MATH,467,"MATH 260 or MATH 310, with a minimum grade of C-."
MATH,468,"MATH 360 and (MATH 348 or STAT 380), both with a minimum grade of C-. Strongly Recommended: Experience with a computing platform such as R, MATLAB, or Python."
MATH,469,"One of MATH 343, MATH 345, MATH 360, with a minimum grade of C-. Strongly Recommended: Experience with a computing platform such as R, MATLAB, or Python."
MATH,475,"MATH 242, MATH 240 or MATH 232 and STAT 270, all with a minimum grade of C-."
MATH,486,MATH 437 and permission of the co-op co-ordinator. Students must apply at least one term in advance.
MATH,495,Will be specified according to the particular topic or topics offered under this course number.
MATH,497,Written permission of the department undergraduate studies committee.
MATH,498,
MBB,110,MATH 12 or equivalent is recommended.
MBB,151,Acceptance in the Science Co-operative Education Program.
MBB,201,BISC 101; CHEM 281 as prerequisite or corequisite.
MBB,222,or Corequisite CHEM 281.
MBB,229,or Corequisite: MBB 222.
MBB,231,"MBB 222, BISC 101, CHEM 281 with grades of C- or better. Corequisite or Prerequisite: CHEM 282 or CHEM 283."
MBB,251,Acceptance in the Science Co-operative Education Program.
MBB,308,or corequisite: MBB 331 with a minimum grade of C-.
MBB,321,"MBB 231, with a minimum grade of C."
MBB,322,"MBB 231, with a minimum grade of C."
MBB,323,"MATH 152 (or 155), PHYS 121 (or 102, or 126, or 141), CHEM 122 (or 102), MBB 222 with a minimum grade of C."
MBB,324,MBB 222 with a minimum grade of C.
MBB,326,MBB 231 with a minimum grade of C.
MBB,328,MBB 231 with a minimum grade of C.
MBB,331,"MBB 231, and BISC 202, with a minimum grade of C."
MBB,342,"MBB 231, BISC 202 and either MBB 243 or 3 units of CMPT or equivalent, all with a minimum grade of C. Recommended: STAT 201 (or an equivalent statistics course) or STAT 270."
MBB,351,Acceptance in the Science Co-operative Education Program.
MBB,402,"MBB 322 or BISC 302W or BISC 333, with a minimum grade of C."
MBB,420,Will be announced before the start of the term and will depend upon the nature of the topic offered.
MBB,427,"One of MBB 326, HSCI 326, MBB 426 or HSCI 426, with a minimum grade of C, or permission of the instructor."
MBB,429,MBB 331 with a minimum grade of C.
MBB,430,"MBB 322 and MBB 331, with a minimum grade of C."
MBB,432,"MBB 308 and MBB 331, all with a minimum grade of C, or permission of instructor. Recommended: MBB 309W."
MBB,438,"MBB 331, with a minimum grade of C."
MBB,441,"MBB 243 or 3 units of CMPT or equivalent with a minimum grade of C, or permission of the instructor; MBB 331 and MBB 342, with a minimum grade of C."
MBB,443,"MBB 321 and MBB 322, with a minimum grade of C."
MBB,445,"MBB 328 and either MBB 326 or HSCI 326, all with a minimum grade of C."
MBB,446,"MBB 322 and 331, with a minimum grade of C, or permission of the instructor."
MBB,447,"MBB 322 or BISC 333, with a minimum grade of C."
MBB,451,Acceptance in the Science Co-operative Education Program.
MBB,452,Acceptance in the Science Co-operative Education Program.
MBB,462,"MBB 331 and MBB 342, with a minimum grade of C."
MBB,463,"MBB 331, with a minimum grade of C."
MBB,465,MBB 331 and MBB 342 with a minimum grade of C or permission of the instructor.
MBB,471,Permission of the instructor.
MBB,478,"HSCI 326 or MBB 326 or MBB 331, with a minimum grade of C, or HSCI 338 with a minimum grade of C-."
MBB,481,"MBB 308, MBB 309W and MBB 331, enrollment in the MBB or Biological Physics Honours Program, a minimum 3.0 CGPA and 3.0 UDGPA and permission of the MBB department. Corequisite: MBB 482 and MBB 483."
MBB,482,"MBB 308, MBB 309W and MBB 331, enrollment in the MBB or Biological Physics Honours Program, a minimum 3.0 CGPA and 3.0 UDGPA and permission of the MBB department. Corequisite: MBB 481 and MBB 483."
MBB,483,"MBB 308, MBB 309W and MBB 331, enrollment in the MBB or Biological Physics Honours Program, a minimum 3.0 CGPA and 3.0 UDGPA and permission of the MBB department. Corequisite: MBB 481 and MBB 482."
MBB,490,"MBB 231, with a minimum grade of C, and permission of the molecular biology and biochemistry department. Usually, upper level standing with at least 60 units in a Biochemistry major, minor or honours program will be required."
MBB,491,"MBB 308 or MBB 309W and permission of the MBB department. Upper level standing in an MBB major, minor or honours program is required."
MBB,492,"MBB 491, MBB 308, MBB 309W and MBB 331, enrollment in the MBB honours program, a minimum 3.0 CGPA and 3.0 UDGPA and permission of the department."
MBB,496,"75 units and upper division standing in MBB-BUS or MBB-CS Joint Honours program, and MBB 308 or 309W with a minimum grade of C."
MBB,498,"MBB 308 or 309W; Students may not take MBB 498 concurrently with MBB 481, 482, 483, 491 or 492 or BISC 490, 491, 492W, 498 or 499."
MSE,102,
MSE,103,
MSE,110,
MSE,112,CMPT 130.
MSE,152,CMPT 130.
MSE,193,
MSE,210,PHYS 141 or equivalent. MATH 150 or MATH 151.
MSE,211,"MATH 152 or equivalent, and MATH 232 or equivalent."
MSE,220,CHEM 120 or 121.
MSE,221,"PHYS 140, MATH 152."
MSE,222,"PHYS 140, MATH 152, and (MATH 260 or MATH 310)."
MSE,223,"PHYS 140, MATH 251, and (MATH 260 or MATH 310)."
MSE,250,"PHYS 141 or (PHYS 121 and 131), and MATH 232 and (MATH 260 or MATH 310). (MATH 260 or MATH 310) may be taken concurrently."
MSE,251,MSE 250 or ENSC 220 or SEE 230.
MSE,280,MSE 250 (or ENSC 220) and (MATH 260 or MATH 310).
MSE,293,
MSE,294,
MSE,300,More than 65 units.
MSE,310,"MSE 221, MSE 222, MSE 251, MSE 280."
MSE,311,"MSE 222 (or ENSC 282), MSE 251 (or ENSC 226)."
MSE,312,"MSE 110 (or ENSC 182), MSE 320
(or ENSC 382), MSE 381 (or ENSC 383). MSE 381 may be taken concurrently."
MSE,320,"MSE 100 or ENSC 104, MSE 220 or ENSC 231, MSE 221 or ENSC 281. MSE 100 may be taken concurrently."
MSE,321,MATH 251 and MSE 223.
MSE,352,CMPT 130 and either MSE 251 or ENSC 226.
MSE,353,MSE 251 (previously ENSC 226).
MSE,380,"MSE 221 (or ENSC 281 or SEE 221), MSE 222 (or ENSC 282), MSE 280 (or ENSC 380 or SEE 341)."
MSE,381,MSE 280 (or ENSC 380).
MSE,393,MSE 293 or 294.
MSE,394,"MSE 293 or 294 and approval of
internship co-ordinator required."
MSE,402,"100 units including one of MSE 102, ENSC 100, ENSC 106, or CMPT 106. MSE 102 may be taken concurrently."
MSE,410,Completion of at least 24 units from the upper division list of MSE curriculum courses and completion of two co-op terms (MSE 293 or MSE 294 and MSE 393 or MSE 394). Must not be taken concurrently with MSE 493 or MSE 494.
MSE,411,MSE 410. Must not be taken concurrently with MSE 493 or MSE 494.
MSE,413,Minimum 80 units and MSE 352.
MSE,421,"MSE 222 (or ENSC 282), MSE 380 and a minimum of 80 units."
MSE,422,"MSE 223 (or ENSC 283), MSE 321 (or ENSC 388) and a minimum of 80 credits."
