Department,CourseNumber,Prerequisites,Offerings,ParsedPrerequisites,numberOfOfferings
MATH,450,"MATH 242 and MATH 340, with a minimum grade of C-.",['Fall 2024'],"(MATH242,MATH340)",1
MATH,462,"One of MATH 314, MATH 418, PHYS 384, with a minimum grade of C-. An alternative to the above prerequisite is both of MATH 251 and (MATH 260 or MATH 310), both with grades of at least B+.",['Spring 2024'],"(MATH314),(MATH418),(PHYS384),(MATH251,MATH260),(MATH251,MATH310)",1
MATH,467,"MATH 260 or MATH 310, with a minimum grade of C-.",['Spring 2025'],"(MATH260),(MATH310)",1
MATH,468,"MATH 360 and (MATH 348 or STAT 380), both with a minimum grade of C-. Strongly Recommended: Experience with a computing platform such as R, MATLAB, or Python.",['Spring 2024'],"(MATH360,MATH348),(MATH360,STAT380)",1
MATH,469,"One of MATH 343, MATH 345, MATH 360, with a minimum grade of C-. Strongly Recommended: Experience with a computing platform such as R, MATLAB, or Python.",['Spring 2025'],"(MATH343),(MATH345),(MATH360)",1
MATH,475,"MATH 242, MATH 240 or MATH 232 and STAT 270, all with a minimum grade of C-.",['Spring 2024'],"(MATH242,MATH240,STAT270),(MATH242,MATH232,STAT270)",1
MATH,486,MATH 437 and permission of the co-op co-ordinator. Students must apply at least one term in advance.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(MATH437),5
MATH,495,Will be specified according to the particular topic or topics offered under this course number.,['Summer 2024'],,1
MATH,497,Written permission of the department undergraduate studies committee.,['Summer 2024'],,1
MATH,498,,['Fall 2024'],,1
MBB,110,MATH 12 or equivalent is recommended.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
MBB,151,Acceptance in the Science Co-operative Education Program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MBB,201,BISC 101; CHEM 281 as prerequisite or corequisite.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(BISC101),3
MBB,222,or Corequisite CHEM 281.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(CHEM281),5
MBB,229,or Corequisite: MBB 222.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(MBB222),4
MBB,231,"MBB 222, BISC 101, CHEM 281 with grades of C- or better. Corequisite or Prerequisite: CHEM 282 or CHEM 283.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MBB222,BISC101,CHEM281)",5
MBB,251,Acceptance in the Science Co-operative Education Program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MBB,308,or corequisite: MBB 331 with a minimum grade of C-.,"['Summer 2025', 'Fall 2024', 'Summer 2024']",(MBB331),3
MBB,321,"MBB 231, with a minimum grade of C.","['Spring 2025', 'Fall 2024', 'Spring 2024']",(MBB231),3
MBB,322,"MBB 231, with a minimum grade of C.","['Spring 2025', 'Fall 2024', 'Spring 2024']",(MBB231),3
MBB,323,"MATH 152 (or 155), PHYS 121 (or 102, or 126, or 141), CHEM 122 (or 102), MBB 222 with a minimum grade of C.",['Fall 2024'],"(MATH152,PHYS121,CHEM122,MBB222),(MATH152,PHYS102,CHEM122,MBB222),(MATH152,PHYS126,CHEM122,MBB222),(MATH152,PHYS141,CHEM122,MBB222),(MATH152,PHYS121,CHEM102,MBB222),(MATH152,PHYS102,CHEM102,MBB222),(MATH152,PHYS126,CHEM102,MBB222),(MATH152,PHYS141,CHEM102,MBB222),(MATH155,PHYS121,CHEM122,MBB222),(MATH155,PHYS102,CHEM122,MBB222),(MATH155,PHYS126,CHEM122,MBB222),(MATH155,PHYS141,CHEM122,MBB222),(MATH155,PHYS121,CHEM102,MBB222),(MATH155,PHYS102,CHEM102,MBB222),(MATH155,PHYS126,CHEM102,MBB222),(MATH155,PHYS141,CHEM102,MBB222)",1
MBB,324,MBB 222 with a minimum grade of C.,['Spring 2025'],(MBB222),1
MBB,326,MBB 231 with a minimum grade of C.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(MBB231),5
MBB,328,MBB 231 with a minimum grade of C.,['Fall 2024'],(MBB231),1
MBB,331,"MBB 231, and BISC 202, with a minimum grade of C.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MBB231,BISC202)",5
MBB,342,"MBB 231, BISC 202 and either MBB 243 or 3 units of CMPT or equivalent, all with a minimum grade of C. Recommended: STAT 201 (or an equivalent statistics course) or STAT 270.","['Fall 2024', 'Spring 2024']","(MBB231,BISC202,MBB243),(MBB231,BISC202,CMPT)",2
MBB,351,Acceptance in the Science Co-operative Education Program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MBB,402,"MBB 322 or BISC 302W or BISC 333, with a minimum grade of C.",['Fall 2024'],"(MBB322),(BISC302W),(BISC333)",1
MBB,420,Will be announced before the start of the term and will depend upon the nature of the topic offered.,['Spring 2025'],,1
MBB,427,"One of MBB 326, HSCI 326, MBB 426 or HSCI 426, with a minimum grade of C, or permission of the instructor.","['Spring 2025', 'Spring 2024']","(MBB326),(HSCI326),(MBB426),(HSCI426)",2
MBB,429,MBB 331 with a minimum grade of C.,['Summer 2024'],(MBB331),1
MBB,430,"MBB 322 and MBB 331, with a minimum grade of C.",['Summer 2025'],"(MBB322,MBB331)",1
MBB,432,"MBB 308 and MBB 331, all with a minimum grade of C, or permission of instructor. Recommended: MBB 309W.",['Summer 2024'],"(MBB308,MBB331)",1
MBB,438,"MBB 331, with a minimum grade of C.","['Spring 2025', 'Spring 2024']",(MBB331),2
MBB,441,"MBB 243 or 3 units of CMPT or equivalent with a minimum grade of C, or permission of the instructor; MBB 331 and MBB 342, with a minimum grade of C.",['Spring 2025'],"(MBB243),(CMPT),(MBB331,MBB342)",1
MBB,443,"MBB 321 and MBB 322, with a minimum grade of C.","['Summer 2025', 'Spring 2024']","(MBB321,MBB322)",2
MBB,445,"MBB 328 and either MBB 326 or HSCI 326, all with a minimum grade of C.",['Fall 2024'],"(MBB328,MBB326),(MBB328,HSCI326)",1
MBB,446,"MBB 322 and 331, with a minimum grade of C, or permission of the instructor.","['Spring 2025', 'Spring 2024']","(MBB322,MBB331)",2
MBB,447,"MBB 322 or BISC 333, with a minimum grade of C.",['Spring 2025'],"(MBB322),(BISC333)",1
MBB,451,Acceptance in the Science Co-operative Education Program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MBB,452,Acceptance in the Science Co-operative Education Program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MBB,462,"MBB 331 and MBB 342, with a minimum grade of C.",['Summer 2024'],"(MBB331,MBB342)",1
MBB,463,"MBB 331, with a minimum grade of C.","['Summer 2025', 'Spring 2024']",(MBB331),2
MBB,465,MBB 331 and MBB 342 with a minimum grade of C or permission of the instructor.,['Fall 2024'],"(MBB331,MBB342)",1
MBB,471,Permission of the instructor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024']",,4
MBB,478,"HSCI 326 or MBB 326 or MBB 331, with a minimum grade of C, or HSCI 338 with a minimum grade of C-.",['Fall 2024'],"(HSCI326),(MBB326),(MBB331),(HSCI338)",1
MBB,481,"MBB 308, MBB 309W and MBB 331, enrollment in the MBB or Biological Physics Honours Program, a minimum 3.0 CGPA and 3.0 UDGPA and permission of the MBB department. Corequisite: MBB 482 and MBB 483.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MBB308,MBB309W,MBB331)",5
MBB,482,"MBB 308, MBB 309W and MBB 331, enrollment in the MBB or Biological Physics Honours Program, a minimum 3.0 CGPA and 3.0 UDGPA and permission of the MBB department. Corequisite: MBB 481 and MBB 483.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MBB308,MBB309W,MBB331)",5
MBB,483,"MBB 308, MBB 309W and MBB 331, enrollment in the MBB or Biological Physics Honours Program, a minimum 3.0 CGPA and 3.0 UDGPA and permission of the MBB department. Corequisite: MBB 481 and MBB 482.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MBB308,MBB309W,MBB331)",5
MBB,490,"MBB 231, with a minimum grade of C, and permission of the molecular biology and biochemistry department. Usually, upper level standing with at least 60 units in a Biochemistry major, minor or honours program will be required.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(MBB231),5
MBB,491,"MBB 308 or MBB 309W and permission of the MBB department. Upper level standing in an MBB major, minor or honours program is required.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MBB308),(MBB309W)",5
MBB,492,"MBB 491, MBB 308, MBB 309W and MBB 331, enrollment in the MBB honours program, a minimum 3.0 CGPA and 3.0 UDGPA and permission of the department.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MBB491,MBB308,MBB309W,MBB331)",5
MBB,496,"75 units and upper division standing in MBB-BUS or MBB-CS Joint Honours program, and MBB 308 or 309W with a minimum grade of C.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024']","(MBB308),(MBB309W)",4
MBB,498,"MBB 308 or 309W; Students may not take MBB 498 concurrently with MBB 481, 482, 483, 491 or 492 or BISC 490, 491, 492W, 498 or 499.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MBB308),(MBB309W)",5
MSE,102,,"['Spring 2025', 'Spring 2024']",,2
MSE,103,,['Fall 2024'],,1
MSE,110,,"['Fall 2024', 'Summer 2024']",,2
MSE,112,CMPT 130.,"['Summer 2025', 'Spring 2025', 'Fall 2024']",(CMPT130),3
MSE,152,CMPT 130.,['Spring 2025'],(CMPT130),1
MSE,193,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MSE,210,PHYS 141 or equivalent. MATH 150 or MATH 151.,"['Spring 2025', 'Spring 2024']","(PHYS141),(MATH150),(MATH151)",2
MSE,211,"MATH 152 or equivalent, and MATH 232 or equivalent.","['Spring 2025', 'Spring 2024']","(MATH152,MATH232)",2
MSE,220,CHEM 120 or 121.,['Fall 2024'],"(CHEM120),(CHEM121)",1
MSE,221,"PHYS 140, MATH 152.",['Fall 2024'],"(PHYS140,MATH152)",1
MSE,222,"PHYS 140, MATH 152, and (MATH 260 or MATH 310).","['Spring 2025', 'Spring 2024']","(PHYS140,MATH152,MATH260),(PHYS140,MATH152,MATH310)",2
MSE,223,"PHYS 140, MATH 251, and (MATH 260 or MATH 310).","['Spring 2025', 'Spring 2024']","(PHYS140,MATH251,MATH260),(PHYS140,MATH251,MATH310)",2
MSE,250,"PHYS 141 or (PHYS 121 and 131), and MATH 232 and (MATH 260 or MATH 310). (MATH 260 or MATH 310) may be taken concurrently.",['Fall 2024'],"(PHYS141,MATH232,MATH260),(PHYS141,MATH232,MATH310),(PHYS121,PHYS131,MATH232,MATH260),(PHYS121,PHYS131,MATH232,MATH310)",1
MSE,251,MSE 250 or ENSC 220 or SEE 230.,"['Spring 2025', 'Spring 2024']","(MSE250),(ENSC220),(SEE230)",2
MSE,280,MSE 250 (or ENSC 220) and (MATH 260 or MATH 310).,"['Spring 2025', 'Spring 2024']","(MSE250,MATH260),(MSE250,MATH310),(ENSC220,MATH260),(ENSC220,MATH310)",2
MSE,293,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MSE,294,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MSE,300,More than 65 units.,"['Summer 2025', 'Summer 2024']",,2
MSE,310,"MSE 221, MSE 222, MSE 251, MSE 280.",['Fall 2024'],"(MSE221,MSE222,MSE251,MSE280)",1
MSE,311,"MSE 222 (or ENSC 282), MSE 251 (or ENSC 226).","['Summer 2025', 'Summer 2024']","(MSE222,ENSC282,MSE251),(MSE222,ENSC282,ENSC226)",2
MSE,312,"MSE 110 (or ENSC 182), MSE 320
(or ENSC 382), MSE 381 (or ENSC 383). MSE 381 may be taken concurrently.","['Summer 2025', 'Summer 2024']","(MSE110,ENSC182,MSE320,ENSC382,MSE381),(MSE110,ENSC182,MSE320,ENSC382,ENSC383)",2
MSE,320,"MSE 100 or ENSC 104, MSE 220 or ENSC 231, MSE 221 or ENSC 281. MSE 100 may be taken concurrently.",['Fall 2024'],"(MSE100,ENSC104,MSE220,ENSC231,MSE221,ENSC281)",1
MSE,321,MATH 251 and MSE 223.,['Fall 2024'],"(MATH251,MSE223)",1
MSE,352,CMPT 130 and either MSE 251 or ENSC 226.,"['Fall 2024', 'Spring 2024']","(CMPT130,MSE251),(CMPT130,ENSC226)",2
MSE,353,MSE 251 (previously ENSC 226).,"['Summer 2025', 'Summer 2024']","(MSE251),(ENSC226)",2
MSE,380,"MSE 221 (or ENSC 281 or SEE 221), MSE 222 (or ENSC 282), MSE 280 (or ENSC 380 or SEE 341).",['Fall 2024'],"(MSE221,ENSC281,SEE221,MSE222,ENSC282,MSE280,ENSC380,SEE341)",1
MSE,381,MSE 280 (or ENSC 380).,"['Summer 2025', 'Summer 2024']","(MSE280),(ENSC380)",2
MSE,393,MSE 293 or 294.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MSE293),(MSE294)",5
MSE,394,"MSE 293 or 294 and approval of
internship co-ordinator required.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MSE293),(MSE294)",5
MSE,402,"100 units including one of MSE 102, ENSC 100, ENSC 106, or CMPT 106. MSE 102 may be taken concurrently.","['Spring 2025', 'Spring 2024']","(MSE102),(ENSC100),(ENSC106),(CMPT106)",2
MSE,410,Completion of at least 24 units from the upper division list of MSE curriculum courses and completion of two co-op terms (MSE 293 or MSE 294 and MSE 393 or MSE 394). Must not be taken concurrently with MSE 493 or MSE 494.,"['Spring 2025', 'Spring 2024']","(MSE293,MSE393),(MSE293,MSE394),(MSE294,MSE393),(MSE294,MSE394)",2
MSE,411,MSE 410. Must not be taken concurrently with MSE 493 or MSE 494.,"['Summer 2025', 'Summer 2024']",(MSE410),2
MSE,413,Minimum 80 units and MSE 352.,"['Spring 2025', 'Spring 2024']",(MSE352),2
MSE,421,"MSE 222 (or ENSC 282), MSE 380 and a minimum of 80 units.",['Spring 2025'],"(MSE222,ENSC282,MSE380)",1
MSE,422,"MSE 223 (or ENSC 283), MSE 321 (or ENSC 388) and a minimum of 80 credits.",['Fall 2024'],"(MSE223,ENSC283,MSE321,ENSC388)",1
MSE,426,"Math 232, MATH 251, MSE 320 or ENSC 382 and a minimum of 80 credits.","['Summer 2025', 'Spring 2024']","(MATH232,MATH251,MSE320,ENSC382)",2
MSE,429,MSE 222 and minimum of 80 units.,"['Summer 2025', 'Summer 2024']",(MSE222),2
MSE,450,"MSE 352, MSE 381 (or ENSC 383), and completion of 80 units.","['Summer 2025', 'Summer 2024']","(MSE352,MSE381,ENSC383)",2
MSE,452,MSE 353.,['Summer 2025'],(MSE353),1
MSE,453,80 units.,['Spring 2025'],,1
MSE,454,80 units.,"['Summer 2025', 'Summer 2024']",,2
MSE,460,MSE 310 and MSE 360.,['Fall 2024'],"(MSE310,MSE360)",1
MSE,480,MSE 310 (or ENSC 387)and a minimum of 80 credits.,"['Spring 2025', 'Spring 2024']","(MSE310,ENSC387)",2
MSE,481,MSE 352 (or ENSC 252) and MSE 381 (or ENSC 383) and a minimum of 80 credits.,"['Spring 2025', 'Summer 2024']","(MSE352,ENSC252,MSE381,ENSC383)",2
MSE,483,MSE 381 or ENSC 383 and a minimum of 80 credits.,"['Spring 2025', 'Spring 2024']","(MSE381),(ENSC383)",2
MSE,486,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MSE,487,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee.,"['Summer 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
MSE,489,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MSE,490,"To be determined by the instructor subject to approval by the department
chair.","['Fall 2024', 'Summer 2024', 'Spring 2024']",,3
MSE,491,"To be determined by instructor subject to approval by the department
chair.","['Spring 2025', 'Spring 2024']",,2
MSE,493,MSE 393 or 394 and a minimum of 75 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MSE393),(MSE394)",5
MSE,494,"MSE 393 or 394, a minimum of 75 units and approval of internship co-ordinator required.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MSE393),(MSE394)",5
MSE,495,"Permission of the undergraduate
curriculum committee chair.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
MSE,496,"Permission of the undergraduate
curriculum committee chair.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MSE,497,"Permission of the undergraduate
curriculum committee chair.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MSE,498,At least 100 units or permission of the academic supervisor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
MSE,499,MSE 498.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(MSE498),5
NUSC,341,"Completion of 60 units in a science program, including first year calculus, chemistry and physics.",['Fall 2024'],,1
NUSC,342,"NUSC 341, with a minimum grade of C-, or permission of the Department. Recommended: MATH 251.",['Spring 2024'],(NUSC341),1
NUSC,344,"Completion of 60 units in a science program, including first year calculus, chemistry and physics.",['Fall 2024'],,1
NUSC,346,NUSC 341 with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']",(NUSC341),2
NUSC,444,"NUSC 342 or 442, with a minimum grade of C- or permission of the Department.",['Fall 2024'],"(NUSC342),(NUSC442)",1
NUSC,482,Permission of the Department.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
PHIL,105,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
PHIL,110,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
PHIL,144,,['Fall 2024'],,1
PHIL,150,,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
PHIL,201,"One of PHIL 100, 100W, 120, 120W, 121, 144, 150, 151, 300, or COGS 100.","['Spring 2025', 'Spring 2024']","(PHIL100),(PHIL100W),(PHIL120),(PHIL120W),(PHIL121),(PHIL144),(PHIL150),(PHIL151),(PHIL300),(COGS100)",2
PHIL,203,"One of PHIL 100, 100W, 120, 120W, 121, 144, 150, 151, 300, or COGS 100.","['Fall 2024', 'Spring 2024']","(PHIL100),(PHIL100W),(PHIL120),(PHIL120W),(PHIL121),(PHIL144),(PHIL150),(PHIL151),(PHIL300),(COGS100)",2
PHIL,221,"One of PHIL 100, 100W, 120, 120W, 121, 144, 150, 151, or 300.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(PHIL100),(PHIL100W),(PHIL120),(PHIL120W),(PHIL121),(PHIL144),(PHIL150),(PHIL151),(PHIL300)",3
PHIL,270,,"['Spring 2025', 'Spring 2024']",,2
PHIL,300,At least 60 units.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
PHIL,302,PHIL 201 or 203.,"['Fall 2024', 'Summer 2024']","(PHIL201),(PHIL203)",2
PHIL,310,"One of PHIL 110, 210, 314, 315, or MACM 101; or a minimum of 12 units in MATH.","['Spring 2025', 'Spring 2024']","(PHIL110),(PHIL210),(PHIL314),(PHIL315),(MACM101)",2
PHIL,314,"One of PHIL 110, 210, 310, 315, or MACM 101, or with the approval of the instructor or department.",['Spring 2025'],"(PHIL110),(PHIL210),(PHIL310),(PHIL315),(MACM101)",1
PHIL,315,"One of: PHIL 110, 210, 310, 314, MACM 101, BUEC 232, BUS 232, or STAT 270.","['Fall 2024', 'Spring 2024']","(PHIL110),(PHIL210),(PHIL310),(PHIL314),(MACM101),(BUEC232),(BUS232),(STAT270)",2
PHIL,320,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W.",['Fall 2024'],"(PHIL120),(PHIL120W),(PHIL121),(PHIL220),(PHIL221),(PHIL270),(SDA270),(ENV320W),(REM320W)",1
PHIL,321,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W.","['Summer 2025', 'Summer 2024', 'Spring 2024']","(PHIL120),(PHIL120W),(PHIL121),(PHIL220),(PHIL221),(PHIL270),(SDA270),(ENV320W),(REM320W)",3
PHIL,322,"One of PHIL 120, 120W, 121, 150, 151, 220, 221, 270, SDA 270, ENV 320W, or REM 320W.",['Spring 2025'],"(PHIL120),(PHIL120W),(PHIL121),(PHIL150),(PHIL151),(PHIL220),(PHIL221),(PHIL270),(SDA270),(ENV320W),(REM320W)",1
PHIL,326,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W.",['Spring 2025'],"(PHIL120),(PHIL120W),(PHIL121),(PHIL220),(PHIL221),(PHIL270),(SDA270),(ENV320W),(REM320W)",1
PHIL,329,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(PHIL120),(PHIL120W),(PHIL121),(PHIL220),(PHIL221),(PHIL270),(SDA270),(ENV320W),(REM320W)",3
PHIL,331,As stated by department at time of offering.,"['Summer 2025', 'Spring 2025']",,2
PHIL,332,As stated by department at time of offering.,['Fall 2024'],,1
PHIL,341,"Either one of: PHIL 201 or 203; or both of PHIL 100, 100W, or 300, and COGS 200.","['Fall 2024', 'Spring 2024']","(PHIL201),(PHIL203),(PHIL100,COGS200),(PHIL100W,COGS200),(PHIL300,COGS200)",2
PHIL,342,"One prior philosophy course (not including PHIL 110, PHIL 105, PHIL 310, PHIL 314, or PHIL 315). (This prerequisite may be waived in some cases, at the discretion of the instructor.)",['Spring 2025'],,1
PHIL,343,"Either one of: PHIL 201 or 203; or both of PHIL 100, 100W, or 300, and COGS 200.","['Summer 2025', 'Spring 2024']","(PHIL201),(PHIL203),(PHIL100,COGS200),(PHIL100W,COGS200),(PHIL300,COGS200)",2
PHIL,344,"Either one of: PHIL 201 or 203; or both of PHIL 100, 100W, or 300, and COGS 200.",['Fall 2024'],"(PHIL201),(PHIL203),(PHIL100,COGS200),(PHIL100W,COGS200),(PHIL300,COGS200)",1
PHIL,350,"One prior philosophy course (not including PHIL 105, PHIL 110, PHIL 310, PHIL 314, or PHIL 315).",['Spring 2025'],,1
PHIL,352,"One prior philosophy course (not including PHIL 105, PHIL 110, PHIL 310, PHIL 314, or PHIL 315).",['Summer 2024'],,1
PHIL,356,"One prior philosophy course (not including PHIL 105, PHIL 110, PHIL 310, PHIL 314, or PHIL 315).",['Spring 2024'],,1
PHIL,435,Two 300-level PHIL courses.,['Summer 2025'],,1
PHIL,479,Enrolled in the philosophy honours program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
PHYS,101,"BC Principles of Physics 12 or PHYS 100 or equivalent, with a minimum grade of C-. This prerequisite may be waived, at the discretion of the department, as determined by the student's performance on a regularly scheduled PHYS 100 final exam. Please consult the physics advisor for further details. Corequisite: MATH 150 or 151 or 154 or 157; BISC 100 or 101 or 102. Recommended Corequisite: PHYS 132.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(PHYS100),(MATH150),(MATH151),(MATH154),(MATH157)",5
PHYS,102,"PHYS 101 or 120 or 125 or 140; MATH 150 or 151 or 154 or 157; both with a minimum grade of C-. Corequisite: BISC 100 or 101 or 102. Recommended Corequisites: MATH 152, 155 or 158; PHYS 133.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(PHYS101,PHYS120,PHYS125,PHYS140,MATH150,MATH151,MATH154,MATH157)",5
PHYS,120,"BC Principles of Physics 12 or PHYS 100 or equivalent, with a minimum grade of C-. This prerequisite may be waived, at the discretion of the department, as determined by the student's performance on a regularly scheduled PHYS 100 final exam. Please consult the physics advisor for further details. Corequisite: MATH 150 or 151 or 154. Recommended Corequisite: PHYS 132.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(PHYS100),(MATH150),(MATH151),(MATH154)",3
PHYS,121,"PHYS 120 or 125 or 140, with a minimum grade of C-, or PHYS 101 with a minimum grade of B. Corequisite: MATH 152 or 155. Recommended Corequisite: PHYS 133.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']","(PHYS120,PHYS125,PHYS140),(PHYS101),(MATH152,MATH155)",4
PHYS,125,Permission of the department. Corequisite: MATH 151. Recommended Corequisite: PHYS 132.,['Fall 2024'],(MATH151),1
PHYS,126,PHYS 125 with a minimum grade of C- or permission of the department. Corequisite: MATH 152. Recommended Corequisite: PHYS 133.,"['Spring 2025', 'Spring 2024']","(PHYS125),(MATH152)",2
PHYS,132,,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
PHYS,133,"PHYS 132 or 140 or ENSC 120 (no substitutions), with a minimum grade of C-. Corequisite: PHYS 102 or 121 or 126.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']","(PHYS132,PHYS140,ENSC120),(PHYS102,PHYS121,PHYS126)",4
PHYS,140,"BC Principles of Physics 12, or PHYS 100 or equivalent, with a minimum grade of C-. Corequisite: MATH 150 or 151 or 154.",['Fall 2024'],"(PHYS100),(MATH150),(MATH151),(MATH154)",1
PHYS,141,"PHYS 120 or PHYS 125 or PHYS 140 or MSE 103, with a minimum grade of C-, or PHYS 101 with a minimum grade of B. Corequisite: MATH 152 or MATH 155.","['Spring 2025', 'Spring 2024']","(PHYS120,PHYS125,PHYS140,MSE103),(PHYS101),(MATH152,MATH155)",2
PHYS,190,,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
PHYS,201,"PHYS 121 or PHYS 126 or PHYS 141, with a minimum grade of C-, or PHYS 102 with a minimum grade of B.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(PHYS121,PHYS126,PHYS141),(PHYS102)",3
PHYS,211,MATH 251; MATH 232 or MATH 240; PHYS 255 or ENSC 380. All prerequisite courses require a minimum grade of C-. Recommended Corequisite: MATH 260 or MATH 310.,"['Spring 2025', 'Spring 2024']","(MATH251,MATH232,MATH240,PHYS255,ENSC380)",2
PHYS,233,"PHYS 133 or PHYS 141 or ENSC 120, with a minimum grade of C-. Recommended Prerequisite: CMPT 120.",['Fall 2024'],"(PHYS133,PHYS141,ENSC120)",1
PHYS,234,"PHYS 233 and PHYS 255, both with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(PHYS233,PHYS255)",2
PHYS,255,"PHYS 126 or PHYS 121 or PHYS 141, with a minimum grade of C-, or PHYS 102 with a minimum grade of B. Corequisite: MATH 251; MATH 232 or MATH 240. Recommended Corequisite: MATH 260 or MATH 310.",['Fall 2024'],"(PHYS126,PHYS121,PHYS141),(PHYS102),(MATH251,MATH232,MATH240)",1
PHYS,285,"Either MATH 232 or MATH 240, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(MATH232),(MATH240)",2
