Department,CourseNumber,ParsedPrerequisites,numberOfOfferings,Prerequisites,Offerings
MSE,483,"(MSE381),(ENSC383)",2,MSE 381 or ENSC 383 and a minimum of 80 credits.,"['Spring 2025', 'Spring 2024']"
MSE,486,,5,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
MSE,487,,4,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee.,"['Summer 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
MSE,489,,5,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
MSE,490,,3,"To be determined by the instructor subject to approval by the department
chair.","['Fall 2024', 'Summer 2024', 'Spring 2024']"
MSE,491,,2,"To be determined by instructor subject to approval by the department
chair.","['Spring 2025', 'Spring 2024']"
MSE,493,"(MSE393),(MSE394)",5,MSE 393 or 394 and a minimum of 75 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
MSE,494,"(MSE393),(MSE394)",5,"MSE 393 or 394, a minimum of 75 units and approval of internship co-ordinator required.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
MSE,495,,4,"Permission of the undergraduate
curriculum committee chair.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
MSE,496,,5,"Permission of the undergraduate
curriculum committee chair.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
MSE,497,,5,"Permission of the undergraduate
curriculum committee chair.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
MSE,498,,5,At least 100 units or permission of the academic supervisor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
MSE,499,(MSE498),5,MSE 498.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
NUSC,341,,1,"Completion of 60 units in a science program, including first year calculus, chemistry and physics.",['Fall 2024']
NUSC,342,(NUSC341),1,"NUSC 341, with a minimum grade of C-, or permission of the Department. Recommended: MATH 251.",['Spring 2024']
NUSC,344,,1,"Completion of 60 units in a science program, including first year calculus, chemistry and physics.",['Fall 2024']
NUSC,346,(NUSC341),2,NUSC 341 with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']"
NUSC,444,"(NUSC342),(NUSC442)",1,"NUSC 342 or 442, with a minimum grade of C- or permission of the Department.",['Fall 2024']
NUSC,482,,5,Permission of the Department.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHIL,105,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHIL,110,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHIL,144,,1,,['Fall 2024']
PHIL,150,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PHIL,201,"(PHIL100),(PHIL100W),(PHIL120),(PHIL120W),(PHIL121),(PHIL144),(PHIL150),(PHIL151),(PHIL300),(COGS100)",2,"One of PHIL 100, 100W, 120, 120W, 121, 144, 150, 151, 300, or COGS 100.","['Spring 2025', 'Spring 2024']"
PHIL,203,"(PHIL100),(PHIL100W),(PHIL120),(PHIL120W),(PHIL121),(PHIL144),(PHIL150),(PHIL151),(PHIL300),(COGS100)",2,"One of PHIL 100, 100W, 120, 120W, 121, 144, 150, 151, 300, or COGS 100.","['Fall 2024', 'Spring 2024']"
PHIL,221,"(PHIL100),(PHIL100W),(PHIL120),(PHIL120W),(PHIL121),(PHIL144),(PHIL150),(PHIL151),(PHIL300)",3,"One of PHIL 100, 100W, 120, 120W, 121, 144, 150, 151, or 300.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
PHIL,270,,2,,"['Spring 2025', 'Spring 2024']"
PHIL,300,,4,At least 60 units.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHIL,302,"(PHIL201),(PHIL203)",2,PHIL 201 or 203.,"['Fall 2024', 'Summer 2024']"
PHIL,310,"(PHIL110),(PHIL210),(PHIL314),(PHIL315),(MACM101)",2,"One of PHIL 110, 210, 314, 315, or MACM 101; or a minimum of 12 units in MATH.","['Spring 2025', 'Spring 2024']"
PHIL,314,"(PHIL110),(PHIL210),(PHIL310),(PHIL315),(MACM101)",1,"One of PHIL 110, 210, 310, 315, or MACM 101, or with the approval of the instructor or department.",['Spring 2025']
PHIL,315,"(PHIL110),(PHIL210),(PHIL310),(PHIL314),(MACM101),(BUEC232),(BUS232),(STAT270)",2,"One of: PHIL 110, 210, 310, 314, MACM 101, BUEC 232, BUS 232, or STAT 270.","['Fall 2024', 'Spring 2024']"
PHIL,320,"(PHIL120),(PHIL120W),(PHIL121),(PHIL220),(PHIL221),(PHIL270),(SDA270),(ENV320W),(REM320W)",1,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W.",['Fall 2024']
PHIL,321,"(PHIL120),(PHIL120W),(PHIL121),(PHIL220),(PHIL221),(PHIL270),(SDA270),(ENV320W),(REM320W)",3,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W.","['Summer 2025', 'Summer 2024', 'Spring 2024']"
PHIL,322,"(PHIL120),(PHIL120W),(PHIL121),(PHIL150),(PHIL151),(PHIL220),(PHIL221),(PHIL270),(SDA270),(ENV320W),(REM320W)",1,"One of PHIL 120, 120W, 121, 150, 151, 220, 221, 270, SDA 270, ENV 320W, or REM 320W.",['Spring 2025']
PHIL,326,"(PHIL120),(PHIL120W),(PHIL121),(PHIL220),(PHIL221),(PHIL270),(SDA270),(ENV320W),(REM320W)",1,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W.",['Spring 2025']
PHIL,329,"(PHIL120),(PHIL120W),(PHIL121),(PHIL220),(PHIL221),(PHIL270),(SDA270),(ENV320W),(REM320W)",3,"One of PHIL 120, 120W, 121, 220, 221, 270, SDA 270, ENV 320W, or REM 320W.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
PHIL,331,,2,As stated by department at time of offering.,"['Summer 2025', 'Spring 2025']"
PHIL,332,,1,As stated by department at time of offering.,['Fall 2024']
PHIL,341,"(PHIL201),(PHIL203),(PHIL100,COGS200),(PHIL100W,COGS200),(PHIL300,COGS200)",2,"Either one of: PHIL 201 or 203; or both of PHIL 100, 100W, or 300, and COGS 200.","['Fall 2024', 'Spring 2024']"
PHIL,342,,1,"One prior philosophy course (not including PHIL 110, PHIL 105, PHIL 310, PHIL 314, or PHIL 315). (This prerequisite may be waived in some cases, at the discretion of the instructor.)",['Spring 2025']
PHIL,343,"(PHIL201),(PHIL203),(PHIL100,COGS200),(PHIL100W,COGS200),(PHIL300,COGS200)",2,"Either one of: PHIL 201 or 203; or both of PHIL 100, 100W, or 300, and COGS 200.","['Summer 2025', 'Spring 2024']"
PHIL,344,"(PHIL201),(PHIL203),(PHIL100,COGS200),(PHIL100W,COGS200),(PHIL300,COGS200)",1,"Either one of: PHIL 201 or 203; or both of PHIL 100, 100W, or 300, and COGS 200.",['Fall 2024']
PHIL,350,,1,"One prior philosophy course (not including PHIL 105, PHIL 110, PHIL 310, PHIL 314, or PHIL 315).",['Spring 2025']
PHIL,352,,1,"One prior philosophy course (not including PHIL 105, PHIL 110, PHIL 310, PHIL 314, or PHIL 315).",['Summer 2024']
PHIL,356,,1,"One prior philosophy course (not including PHIL 105, PHIL 110, PHIL 310, PHIL 314, or PHIL 315).",['Spring 2024']
PHIL,435,,1,Two 300-level PHIL courses.,['Summer 2025']
PHIL,479,,5,Enrolled in the philosophy honours program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHYS,101,"(PHYS100),(MATH150),(MATH151),(MATH154),(MATH157)",5,"BC Principles of Physics 12 or PHYS 100 or equivalent, with a minimum grade of C-. This prerequisite may be waived, at the discretion of the department, as determined by the student's performance on a regularly scheduled PHYS 100 final exam. Please consult the physics advisor for further details. Corequisite: MATH 150 or 151 or 154 or 157; BISC 100 or 101 or 102. Recommended Corequisite: PHYS 132.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHYS,102,"(PHYS101,PHYS120,PHYS125,PHYS140,MATH150,MATH151,MATH154,MATH157)",5,"PHYS 101 or 120 or 125 or 140; MATH 150 or 151 or 154 or 157; both with a minimum grade of C-. Corequisite: BISC 100 or 101 or 102. Recommended Corequisites: MATH 152, 155 or 158; PHYS 133.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHYS,120,"(PHYS100),(MATH150),(MATH151),(MATH154)",3,"BC Principles of Physics 12 or PHYS 100 or equivalent, with a minimum grade of C-. This prerequisite may be waived, at the discretion of the department, as determined by the student's performance on a regularly scheduled PHYS 100 final exam. Please consult the physics advisor for further details. Corequisite: MATH 150 or 151 or 154. Recommended Corequisite: PHYS 132.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
PHYS,121,"(PHYS120,PHYS125,PHYS140),(PHYS101),(MATH152,MATH155)",4,"PHYS 120 or 125 or 140, with a minimum grade of C-, or PHYS 101 with a minimum grade of B. Corequisite: MATH 152 or 155. Recommended Corequisite: PHYS 133.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
PHYS,125,(MATH151),1,Permission of the department. Corequisite: MATH 151. Recommended Corequisite: PHYS 132.,['Fall 2024']
PHYS,126,"(PHYS125),(MATH152)",2,PHYS 125 with a minimum grade of C- or permission of the department. Corequisite: MATH 152. Recommended Corequisite: PHYS 133.,"['Spring 2025', 'Spring 2024']"
PHYS,132,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PHYS,133,"(PHYS132,PHYS140,ENSC120),(PHYS102,PHYS121,PHYS126)",4,"PHYS 132 or 140 or ENSC 120 (no substitutions), with a minimum grade of C-. Corequisite: PHYS 102 or 121 or 126.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
PHYS,140,"(PHYS100),(MATH150),(MATH151),(MATH154)",1,"BC Principles of Physics 12, or PHYS 100 or equivalent, with a minimum grade of C-. Corequisite: MATH 150 or 151 or 154.",['Fall 2024']
PHYS,141,"(PHYS120,PHYS125,PHYS140,MSE103),(PHYS101),(MATH152,MATH155)",2,"PHYS 120 or PHYS 125 or PHYS 140 or MSE 103, with a minimum grade of C-, or PHYS 101 with a minimum grade of B. Corequisite: MATH 152 or MATH 155.","['Spring 2025', 'Spring 2024']"
PHYS,190,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PHYS,201,"(PHYS121,PHYS126,PHYS141),(PHYS102)",3,"PHYS 121 or PHYS 126 or PHYS 141, with a minimum grade of C-, or PHYS 102 with a minimum grade of B.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
PHYS,211,"(MATH251,MATH232,MATH240,PHYS255,ENSC380)",2,MATH 251; MATH 232 or MATH 240; PHYS 255 or ENSC 380. All prerequisite courses require a minimum grade of C-. Recommended Corequisite: MATH 260 or MATH 310.,"['Spring 2025', 'Spring 2024']"
PHYS,233,"(PHYS133,PHYS141,ENSC120)",1,"PHYS 133 or PHYS 141 or ENSC 120, with a minimum grade of C-. Recommended Prerequisite: CMPT 120.",['Fall 2024']
PHYS,234,"(PHYS233,PHYS255)",2,"PHYS 233 and PHYS 255, both with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
PHYS,255,"(PHYS126,PHYS121,PHYS141),(PHYS102),(MATH251,MATH232,MATH240)",1,"PHYS 126 or PHYS 121 or PHYS 141, with a minimum grade of C-, or PHYS 102 with a minimum grade of B. Corequisite: MATH 251; MATH 232 or MATH 240. Recommended Corequisite: MATH 260 or MATH 310.",['Fall 2024']
PHYS,285,"(MATH232),(MATH240)",2,"Either MATH 232 or MATH 240, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
PHYS,313,"(PHYS121,PHYS126,PHYS141,PHYS102),(MATH232,MATH240)",2,PHYS 121 or 126 or 141 (or PHYS 102 with a minimum grade of B); MATH 232 or 240; both with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']"
PHYS,321,"(PHYS121,PHYS126,PHYS141,PHYS102),(MATH252,MATH254),(MATH260,MATH310)",2,"PHYS 121 or PHYS 126 or PHYS 141 (or PHYS 102 with a minimum grade of B); MATH 252 or MATH 254; MATH 260 or MATH 310. All prerequisite courses require a minimum grade of C-, unless specified.","['Spring 2025', 'Spring 2024']"
PHYS,326,(PHYS234),1,PHYS 234 with a minimum grade of C-.,['Fall 2024']
PHYS,335,,5,"Completion of 30 units, with a minimum GPA of 2.75 in the physics program. Students should apply to the department at least one term in advance.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHYS,336,(PHYS335),5,PHYS 335 followed by 12 units. A minimum cumulative GPA of 2.75. Students should apply to the department at least one term in advance.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHYS,344,"(PHYS121,PHYS126,PHYS141,PHYS102),(MATH251)",1,PHYS 121 or PHYS 126 or PHYS 141 (or PHYS 102 with a minimum grade of B); MATH 251; both with a minimum grade of C-.,['Fall 2024']
PHYS,346,"(CHEM120,CHEM121,PHYS102,PHYS121,PHYS126,PHYS141,MATH152,MATH155)",1,CHEM 120 or 121; PHYS 102 or 121 or 126 or 141; MATH 152 or 155; all with a minimum grade of C-.,['Spring 2024']
PHYS,347,"(CHEM122,MATH152,MATH155,PHYS102,PHYS121,PHYS126,PHYS141)",2,Completion of 45 units including CHEM 122; MATH 152 or MATH 155; PHYS 102 or PHYS 121 or PHYS 126 or PHYS 141; all with a minimum grade of C-. Recommended: BISC 101.,"['Spring 2025', 'Spring 2024']"
PHYS,365,,1,,['Fall 2024']
PHYS,384,"(MATH252,MATH254,MATH260,MATH310,PHYS211,PHYS255,ENSC320)",1,MATH 252 or 254; MATH 260 or MATH 310; PHYS 211; PHYS 255 or ENSC 320. All prerequisite courses require a minimum grade of C-.,['Fall 2024']
PHYS,385,"(MATH252,MATH254,MATH260,PHYS255,PHYS285,ENSC380,CHEM260)",1,MATH 252 or MATH 254; MATH 260; PHYS 255; PHYS 285 or ENSC 380 or CHEM 260. All prerequisite courses require a minimum grade of C-. Recommended Prerequisite: PHYS 211.,['Fall 2024']
PHYS,390,"(PHYS211,CHEM120,CHEM121)",1,PHYS 211; CHEM 120 or CHEM 121; both with a minimum grade of C-.,['Spring 2024']
PHYS,391,(PHYS233),1,"PHYS 233 or equivalent, with a minimum grade of C-. Recommended Prerequisite: CMPT 120 or equivalent.",['Spring 2025']
PHYS,395,"(MATH260,MATH310,PHYS255,CMPT120)",2,MATH 260 or MATH 310; PHYS 255; CMPT 120 or equivalent. All prerequisite courses require a minimum grade of C-.,"['Spring 2025', 'Spring 2024']"
PHYS,413,"(PHYS384),(MATH252,MATH260,MATH310,PHYS211)",1,PHYS 384 or permission of the department. Non-physics majors may enter with MATH 252; MATH 260 or MATH 310; PHYS 211. All prerequisite courses require a minimum grade of C-.,['Fall 2024']
PHYS,415,"(PHYS385,PHYS384),(PHYS385,MATH314)",2,PHYS 385; either PHYS 384 or MATH 314. All prerequisite courses require a minimum grade of C-.,"['Spring 2025', 'Spring 2024']"
PHYS,416,"(PHYS385,PHYS384),(PHYS385,MATH314,MATH419)",1,"PHYS 385; PHYS 384 or both MATH 314 and MATH 419, or equivalent. All prerequisite courses require a minimum grade of C-.",['Spring 2025']
PHYS,421,"(PHYS321,PHYS255,ENSC380)",1,PHYS 321 (no substitution); PHYS 255 or ENSC 380; both with a minimum grade of C-.,['Fall 2024']
PHYS,432,,5,All students interested in taking this course must consult with their faculty supervisor regarding prerequisites.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHYS,435,(PHYS336),5,PHYS 336 and 60 units with a minimum cumulative GPA of 2.75.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHYS,436,(PHYS435),5,PHYS 435 followed by 12 units. A minimum cumulative GPA of 2.75.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHYS,437,(PHYS436),5,PHYS 436 and a minimum cumulative GPA of 2.75. Students should apply to the department at least one term in advance.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PHYS,445,"(PHYS344),(CHEM360)",2,"PHYS 344 or CHEM 360, with a minimum grade of C-. Recommended: PHYS 385.","['Spring 2025', 'Spring 2024']"
PHYS,455,(PHYS321),1,PHYS 321 with a minimum grade of C-. Corequisite: PHYS 385.,['Spring 2024']
PHYS,465,"(PHYS385),(CHEM364)",1,"PHYS 385 or CHEM 364, with a minimum grade of C-.",['Fall 2024']
PHYS,485,"(PHYS385,CHEM364,PHYS313)",2,PHYS 385 or CHEM 364; PHYS 313 or permission from instructor for non-physics students; all with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']"
PHYS,490,"(PHYS313,PHYS384)",1,"PHYS 313 and PHYS 384, both with a minimum grade of C-.",['Fall 2024']
PLAN,300,"(PLAN100),(PLAN200)",1,PLAN 100 or PLAN 200.,['Spring 2025']
PLAN,302,"(PLAN100,PLAN200,PLAN300),(PLAN100,PLAN200,PLAN319),(PLAN100,PLAN200,REM319)",3,"PLAN 100 or PLAN 200; one of PLAN 300 or PLAN 319, or REM 319; and permission of department. Student must be enrolled in the bachelor of environment in resource and environmental management planning stream.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
PLAN,319,,4,45 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
PLAN,400,"(PLAN100,PLAN200)",2,PLAN 100 or PLAN 200; and 60 units.,"['Spring 2025', 'Spring 2024']"
PLAN,402,(PLAN302),4,PLAN 302 and permission of department. Student must be enrolled in the bachelor of environment in resource and environmental management planning stream.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PLAN,404,"(PLAN100,PLAN200,REM207),(PLAN100,PLAN200,INDG)",1,PLAN 100 or PLAN 200; REM 207 or any INDG course; and 75 units. Recommended: REM 319 or PLAN 319.,['Fall 2024']
PLAN,406,"(PLAN100,PLAN200)",1,PLAN 100 or PLAN 200; and 60 units.,['Summer 2024']
PLAN,408,"(PLAN100,PLAN200)",2,PLAN 100 or PLAN 200; and 60 units.,"['Summer 2025', 'Spring 2024']"
PLAN,443,"(PLAN100,PLAN200)",3,PLAN 100 or PLAN 200; and 60 units.,"['Summer 2025', 'Fall 2024', 'Spring 2024']"
PLAN,495,"(PLAN300,PLAN302,ENV302)",2,"PLAN 300, PLAN 302 or ENV 302, and 75 units; or with instructor permission. Students must be enrolled in the bachelor of environment in resource and environmental (planning) program.","['Fall 2024', 'Spring 2024']"
PLCY,200,,2,,"['Spring 2025', 'Fall 2024']"
PLCY,300,,2,45 units.,"['Spring 2025', 'Spring 2024']"
PLCY,400,(PLCY300),1,PLCY 300 and 60 units.,['Fall 2024']
PLCY,401,"(PLCY200,PLCY300)",1,PLCY 200 and PLCY 300.,['Spring 2025']
POL,121,,2,,"['Summer 2024', 'Spring 2024']"
POL,131,,1,,['Spring 2024']
POL,132,,3,,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
POL,141,,2,,"['Fall 2024', 'Spring 2024']"
POL,151,,3,,"['Spring 2025', 'Fall 2024', 'Summer 2024']"
POL,201,,4,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
POL,210,(POL100),3,POL 100 or permission of department.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
POL,221,"(POL100),(POL151)",2,POL 100 or 151 or permission of department.,"['Fall 2024', 'Spring 2024']"
POL,222,"(POL100),(POL151)",3,POL 100 or 151 or permission of department.,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
POL,244,,2,,"['Spring 2025', 'Spring 2024']"
POL,253,,3,,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
POL,315,(POL201),1,POL 201 or permission of instructor.,['Spring 2024']
POL,316,"(POL210),(POL312),(POL313)",1,POL 210 or permission of the department.,['Fall 2024']
POL,318,,1,Six lower division units in Political Science or permission of the department.,['Fall 2024']
POL,321,,1,Six lower division units in political science or permission of the department.,['Spring 2024']
POL,324,,1,Six lower division units in political science or permission of the department.,['Summer 2024']
POL,325,,1,Six lower division units in political science or permission of the department.,['Spring 2025']
POL,332,,1,Six lower division units in political science or permission of the department.,['Spring 2025']
POL,339,,1,Six lower division units in political science or permission of the department.,['Fall 2024']
POL,340,,1,Six lower division units in Political Science or permission of the department.,['Fall 2024']
POL,342,,1,Six lower division units in political science or permission of the department.,['Summer 2024']
POL,344,,2,Six lower division units in political science or permission of the department.,"['Spring 2025', 'Spring 2024']"
POL,346,,2,Six lower division units in political science or permission of the department.,"['Summer 2025', 'Spring 2024']"
POL,347,,1,Six lower division units in political science or permission of the department.,['Fall 2024']
POL,348,(POL141),2,POL 141 and three lower division units in political science or permission of the department.,"['Spring 2025', 'Spring 2024']"
POL,349,,3,Six lower division units in Political Science or permission of the department.,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
POL,350,,3,30 units.,"['Summer 2025', 'Spring 2025', 'Spring 2024']"
POL,374,,1,Six lower division units in political science or permission of the department.,['Spring 2025']
POL,381,,1,Six lower division units in political science or permission of the department.,['Fall 2024']
POL,390,"(POL201),(ECON233),(STAT203)",2,"One of POL 201, ECON 233, STAT 203 or equivalent.","['Spring 2025', 'Spring 2024']"
POL,411,"(POL210),(POL312),(POL313)",1,POL 210 or 312 or 313; or permission of the department.,['Fall 2024']
POL,417,,1,Eight upper division units in political science or permission of the department.,['Spring 2024']
POL,428,,3,Eight upper division units in political science or permission of the department.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
POL,429,,1,Eight upper division units in political science or permission of the department.,['Spring 2025']
POL,438,,1,Eight upper division units in political science or permission of the department.,['Spring 2025']
POL,447,,1,Eight upper division units in political science or permission of the department.,['Summer 2025']
POL,448,,2,Eight upper division units in political science or permission of the department.,"['Summer 2025', 'Summer 2024']"
POL,455,,2,Eight upper division units in political science or permission of the department.,"['Spring 2025', 'Spring 2024']"
POL,458,,1,Eight upper division units in political science or permission of the department.,['Spring 2025']
POL,459,,1,Eight upper division units in political science or permission of the department.,['Spring 2024']
POL,460,,1,Eight upper division units in political science or permission of the department.,['Summer 2025']
POL,463,,1,Eight upper division units in political science or permission of the department.,['Fall 2024']
POL,472,,1,Eight upper division units in political science or permission of the department.,['Spring 2025']
POL,484,,2,Completed minimum 30 units of University courses and GPA of 2.50.,"['Summer 2025', 'Summer 2024']"
POL,490,,1,Permission of the department.,['Fall 2024']
POL,496,,5,90 units. By application to the undergraduate chair.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
POL,498,,5,Permission of the department. Students may count only one readings course as credit towards their upper division political science requirements.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
POL,499,,2,Permission of the department (see regulations listed in the Department of Political Science section).,"['Spring 2025', 'Spring 2024']"
PSYC,102,(PSYC100),5,Recommended: PSYC 100.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PSYC,210,,5,"BC high school Math 12 with a minimum grade of C (2.0) or BC high school Math 11 with a minimum grade of B- (2.67) or any level MATH or STAT course with a C- (1.67) or FAN X99 taken at SFU with a minimum grade of C (2.00) or achieving a satisfactory grade on the Simon Fraser University Quantitative Placement Test. Corequisite: PSYC 201W, but prior completion recommended.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PSYC,221,(PSYC100),3,PSYC 100.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,241,(PSYC102),3,PSYC 102.,"['Summer 2025', 'Fall 2024', 'Spring 2024']"
PSYC,250,(PSYC102),3,PSYC 102.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,260,(PSYC102),3,PSYC 102.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,268,(PSYC102),3,PSYC 102.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,280,(PSYC100),5,PSYC 100. Recommended: BISC 101.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PSYC,301,"(PSYC201,PSYC210)",3,PSYC 201 and 210 and a minimum CGPA of 2.67.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,303,"(PSYC201,PSYC221,PSYC335)",3,PSYC 201 and 221 (or 335).,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,308,(PSYC201),4,PSYC 201.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PSYC,325,"(PSYC201W,PSYC280)",3,PSYC 201W and PSYC 280.,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
PSYC,330,"(PSYC201,PSYC221)",3,PSYC 201 and 221.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,352,"(PSYC201,PSYC250)",3,PSYC 201 and PSYC 250.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,354,"(PSYC201,PSYC250)",1,PSYC 201 and 250.,['Spring 2024']
PSYC,355,"(PSYC201,PSYC250)",1,PSYC 201 and 250.,['Summer 2024']
PSYC,356,"(PSYC201,PSYC241,PSYC250)",1,"PSYC 201, 241 and 250.",['Spring 2024']
PSYC,357,"(PSYC201,PSYC250)",1,PSYC 201 and 250 or acceptance into the diploma program in gerontology.,['Spring 2024']
PSYC,358,"(PSYC201,PSYC250)",2,PSYC 201 and 250.,"['Spring 2025', 'Fall 2024']"
PSYC,359,"(PSYC201,PSYC250),(PSYC201,PSYC241)",1,PSYC 201 and PSYC 250 (or PSYC 241).,['Summer 2025']
PSYC,361,"(PSYC201,PSYC260)",2,"PSYC 201, 260.","['Spring 2025', 'Fall 2024']"
PSYC,362,"(PSYC201,PSYC260)",4,PSYC 201 and 260.,"['Summer 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PSYC,363,"(PSYC201,PSYC260)",3,PSYC 201 and 260.,"['Summer 2025', 'Spring 2025', 'Spring 2024']"
PSYC,364,"(PSYC201,PSYC260)",2,"PSYC 201, 260.","['Spring 2025', 'Spring 2024']"
PSYC,365,(PSYC201),3,PSYC 201.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,366,"(PSYC201,PSYC260)",4,PSYC 201 and PSYC 260.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
PSYC,367,"(PSYC201,PSYC260,PSYC362)",1,"PSYC 201, PSYC 260, PSYC 362.",['Summer 2025']
PSYC,370,(PSYC201),2,PSYC 201.,"['Spring 2025', 'Fall 2024']"
PSYC,371,"(PSYC201,PSYC241)",1,PSYC 201 and 241.,['Spring 2025']
PSYC,376,"(PSYC201W,PSYC268)",3,PSYC 201W and PSYC 268. Recommended: PSYC 210.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,379,"(PSYC201,PSYC268)",1,PSYC 201 and 268. PSYC 241 is recommended.,['Spring 2024']
PSYC,381,"(PSYC201,PSYC280)",1,PSYC 201 and 280.,['Spring 2024']
PSYC,382,"(PSYC201,PSYC221,PSYC280)",2,"PSYC 201, 221, and 280.","['Spring 2025', 'Summer 2024']"
